Area_sqft,Bedrooms,Bathrooms,House_Age,Location_Score,Price
3111,5,4,12,5,10181241
1271,4,2,15,9,4477269
2094,5,2,24,2,6425558
2107,2,2,13,1,6336868
1833,5,3,10,9,6501882
1384,1,2,28,8,4726039
3814,1,1,1,6,12104034
1889,1,4,21,5,5939383
3901,3,4,13,8,12580428
3678,3,3,23,8,11811836
725,3,3,23,5,2619297
1324,5,1,26,7,4416294
2765,3,2,6,1,8545446
1436,2,3,25,4,4623954
3300,1,4,10,2,10186419
3053,5,3,3,3,9698115
2806,1,3,6,1,8497852
2411,3,2,28,2,7210080
2296,5,3,15,1,7179062
553,4,1,25,8,2130863
3618,2,4,5,4,11180705
1226,3,2,26,3,3736131
3236,3,4,5,1,10181159
2044,2,1,1,2,6536600
3670,2,1,23,3,11284003
1543,4,3,7,3,5113545
2413,3,3,29,6,7623161
2276,3,3,26,8,7567382
2096,1,4,6,6,7026084
2414,5,1,26,2,7583278
2966,5,2,24,2,9274060
3237,1,3,23,7,10194598
1349,5,4,13,1,4525540
2609,2,3,8,1,7845877
3716,5,1,14,7,11993551
2763,5,2,24,9,8938256
502,1,1,21,5,1765284
659,4,4,17,1,2073818
1280,5,3,11,5,4505956
3691,5,1,22,1,11066555
1392,4,4,18,9,5135512
2530,1,3,12,4,8125198
3660,4,2,6,9,12026810
2876,1,1,24,2,8788921
1079,2,3,9,7,4064072
2433,1,3,29,2,7178421
1880,2,3,9,4,5896620
1790,2,3,1,6,6213382
2140,1,1,13,2,6652683
1451,3,3,12,2,4470077
3894,1,4,21,2,11715335
3182,5,1,28,3,9628285
1487,5,3,5,5,5104691
1718,3,1,8,9,5808503
1420,2,4,12,6,5036995
3285,3,4,8,9,10617477
1855,5,1,12,5,5937488
669,3,3,4,6,2565747
1020,1,3,13,8,3521169
1986,3,4,4,3,6545517
539,2,3,8,2,1739669
2060,1,4,7,3,6400277
3832,4,3,6,9,12286120
1918,5,4,7,6,6672520
1454,5,2,21,4,4636235
3797,3,3,2,3,12014998
1483,1,3,22,2,4364405
3695,4,3,23,4,11388307
1474,1,1,14,9,5210920
537,5,3,7,4,2157919
2875,1,1,0,5,8913547
1774,4,1,6,8,5908575
1699,3,4,18,2,5534803
2125,2,1,1,3,6665915
1413,1,1,13,6,4673059
953,2,2,17,7,3470996
536,5,3,29,4,2101805
3887,3,1,14,1,11726229
2211,3,3,13,7,7185942
3520,1,1,23,9,11273870
1295,3,4,24,1,4073892
1472,1,2,18,1,4613880
1092,1,1,29,1,3198610
1637,2,3,18,7,5348968
3611,3,4,21,9,11662686
1824,1,3,26,3,5687981
2771,2,4,25,8,8803684
817,4,2,16,9,3163704
2896,2,4,21,3,8839730
2662,2,3,27,3,8106891
3245,1,3,18,1,9869548
1846,5,1,26,2,5779644
2091,5,4,15,7,6872674
3611,5,3,19,3,11123923
2389,2,1,24,7,7583735
2587,1,2,18,5,8253463
2496,3,3,0,8,8186037
2272,2,1,18,5,7326709
1812,2,3,6,3,5727086
1785,1,4,28,9,5797982
715,4,1,22,7,2875453
3718,2,4,10,5,11856386
2883,4,2,4,7,9481300
3739,4,4,29,9,11800280
2639,5,1,16,5,8297324
2900,1,3,10,7,9155706
3118,4,1,23,9,10049793
3363,1,4,25,1,10139342
2204,5,4,7,4,7193043
3328,1,3,9,1,9982408
862,2,2,11,8,3239094
3104,4,1,9,3,9624559
3916,1,3,12,2,11996670
2216,3,3,25,4,6788997
1693,1,3,17,3,5412600
855,4,1,9,5,3283009
690,5,1,18,8,2920132
2969,5,1,19,8,9487908
1199,4,2,16,7,4252042
2554,2,3,19,8,8432096
2680,2,4,15,5,8671928
1056,5,4,4,6,3952857
1325,5,3,2,8,4959066
3308,4,4,29,1,9927676
1554,2,2,26,6,4840373
3082,5,2,14,6,9847355
925,2,1,25,5,3026983
3965,5,1,1,4,12369951
3219,1,1,12,1,9790558
2910,3,1,21,8,9489283
2074,1,1,7,6,6575872
2629,5,4,22,3,8237772
2903,3,4,26,3,8978301
3829,3,1,29,6,11781973
1088,5,2,16,7,4111518
2512,5,4,3,8,8480500
2047,2,2,18,5,6482759
794,5,2,21,6,3043637
2485,4,3,24,1,7535074
1747,5,3,8,6,5832224
2048,4,1,22,9,6932996
3617,5,2,14,4,11414076
2190,2,4,27,1,6695346
1636,4,3,8,9,5973689
1756,1,3,23,4,5603727
2564,4,2,20,2,7972537
859,2,3,8,1,2770350
3794,4,3,13,3,11889009
3413,5,4,22,7,10897361
1199,5,2,20,2,4009414
947,2,3,15,9,3471549
3403,3,2,23,2,10558721
2912,5,3,22,5,9191768
1174,1,4,24,8,3936327
1507,2,2,25,8,4964209
1849,4,3,16,3,5928591
3014,4,4,12,2,9609033
2961,1,3,8,9,9466409
1085,5,2,14,3,3620589
1756,2,3,6,8,6134677
1747,1,2,0,2,5336327
1493,5,2,0,3,4889344
1935,2,3,4,1,6125815
1071,4,4,23,6,3794549
2882,2,1,8,7,9122908
1745,3,4,11,4,5744074
2584,2,4,5,1,7887756
1488,3,3,27,3,4665031
777,2,4,12,9,3105152
1719,3,4,25,5,5678688
3463,4,1,27,6,10685347
2387,5,4,7,4,7619733
983,3,1,14,1,2922093
1765,3,3,5,5,6057568
3895,4,1,26,5,12018114
1230,3,2,5,5,4229588
2739,1,2,3,6,8662595
1540,4,1,10,2,4747487
3071,1,2,20,1,9401075
1417,4,3,29,2,4271849
2948,3,2,17,6,9399730
1385,1,1,2,5,4476400
3252,3,3,2,5,10310120
521,4,2,29,6,1893930
973,3,3,11,7,3715843
3691,1,1,26,9,11730614
2757,1,2,20,7,8725969
2853,3,3,29,2,8884140
3841,2,3,20,6,12150167
1203,4,2,5,9,4605162
1186,4,3,20,7,4286175
784,3,3,27,2,2498236
1215,2,1,5,3,4127129
1262,1,1,7,8,4536381
1750,5,1,14,9,6118551
1447,5,1,17,4,4931570
2928,3,1,19,9,9275719
3007,2,1,28,2,9102862
1530,2,2,15,5,4795056
528,4,1,5,2,1967349
1406,1,3,27,1,4139424
3604,2,2,20,5,11350887
3426,5,3,16,2,10747964
2626,1,1,8,7,8543827
3494,1,1,18,8,11123217
3006,3,3,17,2,9287420
1069,2,3,24,7,3774865
2506,3,3,22,4,7708194
1953,2,4,4,1,6131628
1237,4,4,27,3,4066455
3856,3,4,5,1,11782882
1015,3,4,11,5,3616867
2500,5,2,10,8,8281944
3670,3,1,15,1,11130399
2944,2,3,19,9,9410072
538,5,1,16,3,1892919
3842,3,3,19,5,12129112
1386,3,1,8,9,4972358
3344,4,2,0,5,10856395
2704,3,4,25,9,8691537
1598,1,1,2,8,5373254
3431,5,3,20,7,11019735
2323,1,1,22,1,6786941
3701,5,2,8,4,11616277
2210,4,2,21,9,7396016
1473,3,1,18,8,4846645
3655,3,4,12,4,11367661
3593,3,3,22,1,11037617
2062,5,2,13,4,6798878
3396,3,2,19,3,10414503
3953,1,1,18,6,12408849
3295,3,2,29,5,10060914
1488,4,2,22,5,4716882
520,1,3,26,2,1773004
2850,3,4,26,3,8834611
1368,3,3,6,6,4785714
583,2,4,3,2,2073051
2182,5,3,11,4,7006513
2476,1,1,22,2,7628895
1910,2,2,26,9,6169828
2030,4,4,13,3,6483300
3828,5,1,1,6,12219908
1069,1,2,0,1,3332354
1433,3,2,27,3,4620361
3733,1,2,17,8,11665500
2480,3,3,19,5,8030947
3734,5,1,7,8,11892908
2355,3,1,2,2,7486062
3556,4,2,25,7,11268377
1292,3,4,5,9,4638785
1291,4,1,21,7,4483333
2309,5,3,12,3,7546901
1794,5,4,8,7,6398634
3039,1,4,8,8,9718997
2755,4,4,19,1,8524473
2107,4,4,8,3,6887372
1583,2,1,14,5,5295912
2977,2,2,12,6,9517196
1484,2,4,21,3,4753978
2180,3,3,15,4,6963940
3880,2,3,1,5,12336527
1019,4,2,25,3,3505543
1090,3,1,13,4,3780445
1550,5,2,26,5,4965775
2209,1,4,5,2,6983709
2535,2,1,1,9,8285614
2746,5,1,7,8,8996110
2934,4,4,3,6,9652192
848,1,3,20,3,2764279
1459,5,4,23,2,4784098
2463,1,2,13,7,7945673
1192,2,4,10,8,4395407
2059,4,3,23,1,6389067
877,1,4,27,6,3020387
3446,5,2,13,7,11237154
3463,2,2,11,9,11209369
1026,2,3,15,3,3278622
3724,5,2,5,2,11603943
3281,5,2,19,5,10429674
2753,1,4,0,1,8368791
3002,3,1,11,6,9441806
3844,2,2,6,9,12380286
1759,1,2,7,9,5944721
2375,5,3,8,7,7830721
2263,1,3,1,7,7301134
1020,5,4,16,8,3907525
2201,4,4,19,2,6895193
1516,5,2,12,6,5225129
3503,5,1,4,5,11187107
3273,5,1,9,5,10585470
1513,3,4,11,3,4802217
3048,5,3,16,3,9510067
616,2,2,20,6,2277419
2933,2,2,5,7,9290189
1867,1,1,2,1,5664903
1083,3,4,27,3,3508549
894,1,1,14,1,2673561
1587,2,1,6,3,5155428
3268,2,4,29,5,9973698
571,4,3,5,9,2739781
773,5,2,3,3,2823096
2513,2,3,18,9,8376549
1843,1,4,4,1,5897449
837,1,4,2,6,3246700
1889,5,2,25,9,6304176
1106,5,3,24,5,3823633
665,4,2,8,2,2527788
2067,3,1,5,5,6613012
2558,1,1,12,1,7722349
1824,5,1,26,9,5980654
1228,1,3,21,9,4421572
3348,5,1,27,6,10443814
2543,2,2,29,9,8169621
601,1,3,19,3,2165523
3996,2,2,3,4,12303355
1915,1,4,1,6,6388191
1278,3,3,25,4,4000257
713,4,2,3,1,2377435
1611,2,2,7,7,5373866
2076,5,3,12,5,6907559
2948,3,4,9,8,9746455
3135,1,3,17,9,9992695
3436,2,1,8,5,10859622
3617,1,1,29,8,11216992
2195,1,4,0,1,6678738
1091,1,2,12,1,3493568
1833,4,2,17,7,6258376
1609,4,2,14,6,5587544
2639,5,3,1,5,8719618
3220,2,3,10,5,10014026
1213,3,4,28,9,4210024
1435,3,1,13,1,4290974
2451,3,2,21,8,8040766
741,1,1,14,2,2482510
2543,4,3,13,7,8377150
501,2,3,15,6,1862214
2772,1,3,22,2,8309184
3348,4,1,28,3,10278212
2268,4,4,14,4,7484377
2449,2,4,18,7,7941065
3136,2,3,26,8,9924295
2663,2,2,8,2,8323009
1417,1,1,4,8,4906180
3674,5,3,4,9,11870026
2741,2,1,10,7,8677037
3737,5,1,27,1,11263938
3418,1,4,19,6,10549775
589,5,3,24,8,2498495
2209,3,4,23,5,6901374
2669,5,3,27,2,8377595
642,2,1,3,5,2555285
3541,1,4,19,8,11058684
605,2,1,17,2,1759002
1386,3,3,24,1,4154551
927,2,2,2,4,3433848
1828,2,4,3,4,5820309
2395,2,4,13,9,8136819
2494,4,1,6,3,8017470
816,3,1,25,4,2495826
2486,2,2,7,3,7736206
1134,2,4,23,2,3532765
2425,2,3,15,4,7566840
2556,1,3,19,8,8183126
3321,4,4,14,1,10310816
3644,1,4,6,8,11629162
3930,4,4,25,8,12405985
2770,2,2,16,3,8632713
1939,3,3,21,6,6133508
1052,5,3,21,4,3505059
3941,5,1,21,1,11985041
1215,2,1,11,1,3647475
1787,1,4,17,5,5706447
2213,3,1,23,8,7391963
2383,4,2,13,1,7284648
3889,2,3,14,2,11721520
1607,3,3,14,7,5569076
1841,3,1,4,8,6092734
610,4,4,15,3,2396507
750,3,1,4,8,3112699
2930,1,4,1,1,9114972
2554,1,2,19,9,8355401
958,1,3,27,2,2887266
1607,3,2,24,2,4988926
707,1,3,8,4,2458865
1399,4,2,21,3,4647694
3961,3,1,26,4,12174894
3885,5,2,8,6,12470363
521,3,2,3,7,2484075
909,4,1,14,5,3303984
1394,5,3,10,2,4761536
1014,3,3,0,3,3658471
3698,1,1,17,3,11152827
1308,2,2,28,5,4033819
1373,2,2,0,5,4559621
513,1,2,7,4,1800272
1470,2,4,24,8,4871704
3525,2,3,15,6,11217523
3561,1,2,25,6,10968390
3583,1,3,27,1,10604987
2634,3,2,21,6,8545705
3456,3,1,17,3,10680418
2060,1,1,21,6,6668606
1824,4,3,8,6,6203744
1766,2,3,11,2,5639190
2669,3,1,18,1,7966210
3718,2,4,24,3,11317724
1249,5,1,17,5,4257631
3927,1,2,26,4,11799392
1184,4,4,4,7,4258472
2427,5,1,26,4,7654746
2856,5,4,1,8,9438904
1194,5,4,6,7,4608207
2835,1,4,26,9,9237479
806,3,3,9,1,2495487
2489,1,1,14,5,7628593
3461,3,3,24,4,10588927
1161,5,3,6,6,4315018
1048,5,2,27,1,3395966
3923,4,2,4,6,12312948
811,3,4,14,1,2481608
3420,5,4,19,1,10450987
1582,2,2,27,8,5161182
3471,4,2,19,2,10683394
2237,1,1,14,6,6938546
1254,4,4,9,6,4660143
534,2,4,23,6,1982804
944,3,2,25,8,3536640
2640,1,1,28,4,8147330
2482,1,2,25,3,7524418
1730,3,2,13,6,5676302
852,4,3,25,4,2751720
1402,5,4,25,2,4621167
1855,4,1,9,6,6032082
3409,2,3,16,5,10477050
2248,5,4,20,9,7804497
658,4,2,13,6,2556387
2477,3,1,1,3,7950308
1456,2,4,15,5,4781470
2571,2,2,12,8,8465278
903,2,3,26,9,3290712
3352,5,1,8,8,10680284
1015,1,4,6,3,3280526
3279,5,3,15,9,10928639
1887,4,2,9,3,5904577
3953,1,2,23,8,12280867
3079,4,4,21,9,10123079
1455,1,2,8,7,5120391
2699,5,1,21,4,8598044
2212,2,4,22,9,7497750
3494,3,3,6,3,10985210
1107,2,4,15,3,3670648
2967,5,4,8,2,9433539
1773,1,3,26,3,5620486
3688,2,2,23,1,10897583
3413,5,3,28,4,10729201
2035,4,1,16,8,6738676
3125,3,2,19,5,9878708
2882,2,4,6,2,9119573
1941,1,2,10,3,6238744
3479,4,2,7,1,10610393
2297,5,1,6,2,7448918
794,3,2,27,1,2245941
1254,1,2,18,2,3962106
1894,5,2,19,3,6016645
685,5,4,11,1,2613554
1769,2,2,6,9,5960420
1136,2,3,7,5,3815415
1791,1,2,6,8,6009835
3808,5,1,5,5,12183157
1029,2,2,24,8,3603752
2568,3,2,8,7,8298012
3458,3,4,26,4,10661465
3414,5,3,12,7,10937198
1293,2,2,6,6,4282488
2647,1,3,7,3,8218531
3299,1,1,21,9,10420939
977,1,4,16,9,3665176
2122,3,3,16,5,6753330
3869,2,4,15,8,12293087
1439,2,2,21,7,4879201
1025,3,1,1,9,3982570
2881,1,4,29,7,8971026
501,1,2,7,4,1668305
874,5,3,16,4,3255420
2840,4,1,12,8,9281290
3384,2,1,17,6,10771890
3552,2,3,23,9,11294403
1052,2,3,27,7,3521534
2865,4,1,21,7,9096388
2025,5,4,27,4,6462289
2351,4,1,9,3,7339045
880,1,3,1,8,3458554
2146,1,4,1,7,7312325
513,2,2,26,4,1932051
1003,3,1,13,4,3182987
2778,2,3,15,1,8328915
2508,3,2,6,7,8032543
3655,4,1,20,1,11170088
629,1,1,20,4,2066313
1337,3,4,23,3,4256216
3716,4,3,11,3,11754562
3438,1,2,27,1,10087459
2540,3,1,22,4,7860899
527,2,4,27,1,1476741
2613,2,2,13,8,8490087
3734,2,2,24,1,11143077
1752,4,1,3,6,5790627
760,2,2,25,7,2784783
2546,5,1,3,2,8223516
1972,1,4,17,4,6387885
1947,4,4,2,3,6275177
959,2,2,0,9,3535543
800,1,1,16,7,2791663
3466,3,3,6,2,10799209
3874,2,4,29,6,12160539
2834,1,1,15,9,9108506
3966,5,1,29,3,12214199
3581,3,1,4,6,11411260
1129,5,2,18,3,3879629
769,1,3,6,3,2575479
3139,5,2,13,4,9879666
2493,1,4,1,9,8220421
2128,1,2,2,8,7122803
2301,5,1,16,1,7205555
3391,1,2,15,1,10414259
1361,2,1,7,7,4685733
3932,1,3,17,3,12039102
1780,4,2,14,7,5904772
2680,1,2,6,9,8771516
3847,4,2,26,3,11938265
2299,1,1,8,3,7150653
2206,1,1,5,2,6993815
3519,5,2,17,1,10811055
3060,2,2,17,9,10038814
2860,2,3,24,6,8967310
1075,3,3,25,6,3599627
3433,5,4,23,8,11051775
2503,5,3,13,5,8090268
1807,2,3,13,9,6194293
3692,5,3,13,5,11765882
3678,2,1,24,2,10998183
2456,5,3,3,6,8235916
3234,1,3,3,9,10644414
2520,2,2,14,3,7942123
3775,2,1,14,4,11673240
2712,4,4,17,8,8907410
2852,5,4,13,6,9199585
2155,5,3,25,7,7162669
2079,2,4,0,7,7221444
2347,1,4,9,4,7460439
2703,1,4,28,6,8440117
1890,1,3,19,9,6339740
2242,5,4,9,3,7278663
2425,4,3,9,8,7929318
1119,2,2,26,7,3922602
1774,3,2,23,4,5790000
1456,4,4,1,3,4828184
2439,3,2,28,7,7720789
2881,4,3,27,9,9189747
1468,1,2,26,3,4552651
3058,5,4,7,9,10208842
1816,3,3,0,8,6296445
1543,4,1,0,3,5056632
781,5,3,3,8,3094282
3344,3,2,6,4,10365073
3572,2,1,8,6,11180115
2666,4,3,15,2,8360720
1558,2,1,4,8,5489044
697,1,1,1,9,2929073
3032,2,1,27,7,9326500
1582,2,3,22,8,5410016
3384,4,2,10,7,10825560
1684,1,3,17,4,5481649
1508,2,2,24,1,4626604
3238,5,3,24,3,9881155
1729,3,3,18,7,5979150
1535,2,3,12,7,5386072
989,1,2,23,3,3026789
775,2,3,10,1,2446075
3240,3,1,19,9,10327446
2789,1,3,18,6,8759898
1739,4,1,16,7,5999282
1774,1,4,4,1,5511499
625,4,4,12,1,2054442
716,1,2,29,4,2450815
3877,3,2,26,7,12081343
1708,3,4,19,8,5838644
3610,1,3,0,9,11753775
1746,2,3,9,1,5262887
3755,3,3,7,4,11590259
3042,4,4,23,4,9453932
2974,4,1,28,3,8964987
3749,5,2,7,7,12012702
1418,4,1,18,1,4470288
3999,5,4,5,9,13041263
1817,1,1,11,8,6068344
2698,1,3,27,2,8130164
2931,1,3,6,2,9004908
2161,2,1,15,8,7117119
807,2,4,8,1,2707602
1859,5,1,20,7,6298600
2469,4,3,24,9,8129452
3293,4,3,21,3,10134250
1391,1,4,9,7,4957879
874,3,1,9,6,3245713
3579,2,3,9,7,11579438
2533,2,3,19,7,8184435
1864,1,1,28,1,5429721
628,2,1,15,3,2244875
1514,1,2,0,1,4905276
2299,5,4,16,5,7422497
3216,4,4,29,3,10032147
3923,3,1,25,1,11698432
1881,4,4,20,2,5907898
1016,4,3,28,5,3627630
2018,5,1,13,3,6394801
585,2,1,18,6,2362084
1698,3,1,20,9,5600274
3764,2,2,20,6,11560718
2858,4,4,16,2,8765682
1642,1,2,13,2,4906653
3789,4,3,7,8,12274583
2974,2,4,20,8,9527213
2493,4,2,20,6,7839401
3985,1,1,8,7,12448459
2661,5,2,7,1,8199690
3716,2,1,12,9,12005757
802,4,2,16,5,2838702
3291,2,2,18,9,10654437
1087,5,2,27,2,3546560
1486,4,1,6,8,5154711
2363,4,2,16,7,7911181
844,2,4,0,4,3245079
1313,2,4,4,3,4454504
2487,1,4,24,4,7543011
3348,5,1,5,4,10424721
3572,1,1,25,8,11213366
3718,4,4,1,4,11902213
1810,2,4,26,5,5920414
2499,4,4,24,2,7578227
2177,4,3,15,4,6840587
3624,3,4,21,7,11358720
1827,3,2,4,3,6026449
1592,4,3,4,1,5269172
2908,2,3,11,8,9549795
3791,4,1,2,8,12306476
1509,3,2,29,6,4916953
1203,2,1,15,7,4254345
1074,4,1,5,2,3667696
2108,5,2,14,5,6897974
3732,5,1,14,7,11794938
1612,4,2,28,9,5428230
1187,2,2,15,1,3559758
3328,4,1,19,3,10378444
3132,4,4,12,6,10175095
3136,3,1,11,7,10095408
3730,5,3,9,6,11739121
988,3,1,13,1,3245495
3518,3,2,1,4,11186683
1847,4,3,28,6,5992383
3952,3,2,2,8,12639469
3673,5,4,8,4,11599821
993,3,4,10,7,3543218
2167,5,3,10,3,6971205
2137,3,4,24,8,7188011
518,5,4,21,1,1630316
2944,3,1,9,4,9069972
1500,3,1,25,8,5189068
3850,2,4,13,4,11977292
1350,5,4,8,2,4684844
1888,5,1,19,2,5843079
1854,5,4,26,4,6020343
1867,1,4,20,4,5943463
1321,3,2,9,2,4226707
954,5,4,21,7,3569337
2124,1,3,28,6,6693181
3272,2,2,8,3,10307226
3636,5,3,28,8,11577869
3647,5,4,4,8,11771887
1210,1,1,7,1,3678484
2690,3,2,10,3,8523006
1416,2,1,0,5,4952821
3375,5,2,20,2,10420799
3152,3,1,9,5,9876893
1996,2,2,0,3,6528262
1940,4,2,25,9,6399548
804,4,3,29,1,2481727
1235,2,1,21,4,3839319
2838,1,3,6,6,9059648
2463,2,3,27,9,8074272
2649,2,1,13,3,8062066
2509,1,2,4,3,7888635
3838,1,3,16,5,12006365
3414,3,1,21,7,10896333
3515,3,2,25,5,10805812
3521,1,3,20,8,11149988
3389,4,3,5,5,10797517
1461,4,3,15,7,4970326
3489,2,2,10,6,10936972
1526,5,3,9,2,5041041
2632,2,2,14,3,7974891
2875,2,4,6,4,9295784
3363,5,3,22,5,10560086
1973,1,4,1,9,6928227
3001,4,1,11,6,9683108
2447,2,3,18,1,7300739
3176,5,1,11,3,10112015
3792,3,1,15,7,12088943
1677,2,1,5,8,5736928
1164,4,4,2,7,4401592
511,1,2,1,5,2002446
1656,2,4,19,8,5477459
803,2,4,4,9,3373189
3864,5,1,10,7,12412399
3522,3,3,25,9,11112965
3871,3,2,24,1,11741381
2263,1,1,2,9,7726955
3330,4,2,2,3,10327195
542,1,4,21,6,2255919
1443,2,2,4,8,4905326
2890,2,2,21,3,8801365
1849,3,3,22,4,5722274
3045,4,1,10,7,9956064
2911,5,2,2,7,9726673
1390,4,2,12,4,4579301
2974,2,4,20,9,9535847
1504,5,4,7,3,5134966
520,4,2,19,8,2368862
906,4,1,9,8,3598862
3166,5,2,1,4,9967615
1514,2,2,3,7,5135548
835,4,3,17,4,2826296
2338,5,1,18,1,7333940
3688,2,3,3,1,11372083
1647,5,1,19,1,5311131
2946,5,1,25,2,9164795
3340,4,1,8,6,10437076
2327,2,3,15,5,7568494
1214,4,3,25,2,3978062
550,1,3,5,8,2568009
823,1,4,24,9,3173040
1288,2,3,3,7,4691672
640,5,4,8,9,3104647
969,4,4,26,4,3173798
1286,4,4,12,7,4432319
2325,2,2,8,5,7439468
1857,2,2,5,5,6101368
2416,1,2,20,3,7492142
1463,3,4,18,9,4997468
3555,2,4,13,5,11082178
872,3,1,20,6,2999723
3041,2,4,14,3,9413554
2192,5,2,2,7,7477553
3298,5,4,4,9,10805083
1679,1,4,20,9,5756267
2838,1,1,17,5,8694443
2171,3,4,13,7,7303570
3715,2,3,15,3,11610169
605,4,1,13,6,2491901
1943,1,4,8,8,6504508
3217,4,4,14,8,10549634
2181,4,1,6,2,6725136
501,2,4,13,6,2043034
3136,3,2,5,7,10197380
3191,2,3,20,7,10063995
2637,1,3,14,3,8152963
3916,4,2,19,9,12642291
849,2,4,7,2,2957072
1786,2,4,1,3,5798630
3922,2,3,7,2,12184513
3679,1,4,0,9,12050547
1562,3,3,25,4,5165369
3456,2,3,16,2,10685357
2706,1,2,18,3,8191631
3506,4,3,4,4,10901816
2859,5,4,29,6,9307306
3812,1,4,21,5,11920982
944,5,1,19,3,3209536
2845,2,4,15,8,9304525
1451,2,1,6,8,4975645
535,1,3,6,7,2255547
1607,5,4,17,3,5151364
1975,2,2,17,1,6081466
2298,4,2,1,5,7458024
2345,3,2,14,1,7264626
1908,3,3,13,6,6412011
1695,2,3,17,7,5716703
1899,5,1,28,5,6122888
2208,2,2,8,4,7165355
1885,5,1,13,2,6123100
3106,4,1,4,5,10063196
3438,5,4,10,9,11307343
2688,2,4,7,4,8695530
3434,4,2,4,2,10498732
3689,1,3,28,6,11378825
1800,3,4,10,8,6252076
3273,2,3,4,2,10184430
1743,2,1,16,9,5930328
3597,2,1,21,7,11080422
1020,4,1,3,2,3296964
2306,1,1,14,5,7099284
509,5,2,18,5,1980575
1483,1,1,21,7,4665311
2925,4,4,1,5,9500341
2156,2,1,23,6,7019651
2160,3,3,16,9,7269950
3229,2,4,11,3,10200144
3131,5,3,24,3,9938403
2699,3,3,23,8,8716586
1219,2,2,16,6,4234455
1572,3,2,9,3,4891300
3725,1,3,27,2,11090375
1358,4,3,24,2,4400707
1816,2,1,17,2,5489227
2103,5,4,18,5,6793244
549,1,1,17,5,2132305
3211,2,2,12,1,9955451
3078,1,2,13,2,9343162
3631,5,1,23,2,11017687
3738,2,4,15,4,11440328
3773,5,3,17,7,11981286
3404,3,1,25,3,10365812
645,5,2,17,5,2567521
1414,3,4,15,9,5033806
3540,2,2,16,5,11167401
1962,3,4,6,9,6629610
2789,2,4,11,1,8551947
1080,2,4,1,9,4020082
3234,4,1,9,5,10050226
2084,2,1,4,8,7041821
982,3,1,20,5,3252370
3679,4,4,2,6,11924992
1749,4,4,18,8,5926291
1172,2,2,12,2,3912371
1130,5,3,11,3,4000798
3208,5,1,2,9,10648888
1161,4,4,5,5,4122506
3352,2,2,13,5,10386850
2966,5,2,3,9,9983145
1487,2,2,12,3,4605633
3731,2,1,18,4,11301917
2046,4,1,17,7,6874948
1149,4,3,28,2,3614817
1468,1,2,2,8,5177051
3137,5,1,19,5,10039439
1600,5,2,5,1,5144674
3056,5,4,15,3,9483172
940,3,2,19,9,3721080
3825,2,3,23,5,11871831
1420,4,1,2,8,4983512
1269,5,4,11,1,4153614
1843,1,1,18,7,5812196
2326,5,4,18,7,7864045
762,2,2,23,8,2773023
2077,2,2,3,3,6683319
3945,4,3,0,1,12137809
3184,3,3,1,9,10624774
3738,4,4,12,1,11679761
3006,5,3,29,6,9491239
1498,1,3,25,9,5094377
3851,4,3,28,2,11670310
1199,3,3,12,4,4175700
2849,4,2,29,2,8851292
2103,2,3,1,4,6851949
1741,5,2,29,2,5223485
1625,5,2,18,1,5265890
3101,5,1,21,3,9659818
2835,5,2,23,8,9111255
1690,5,2,15,5,5433802
3168,5,3,11,4,10159458
1505,1,2,0,5,5074290
535,3,4,8,6,2366709
1243,5,3,16,6,4282153
2264,3,3,9,5,7500289
852,5,3,17,6,3312377
2422,4,1,18,9,8111528
572,5,3,6,5,2384557
3195,2,2,24,6,9990732
1876,1,4,18,4,6098397
2414,4,3,23,3,7394669
1593,4,3,14,6,5535243
2972,2,4,8,5,9375012
3546,5,3,9,4,11151154
1207,1,1,22,5,3790878
2304,4,2,19,7,7484333
3108,1,4,19,1,9436578
3375,4,4,3,1,10339795
1455,5,1,5,1,4787453
3064,4,2,3,2,9584528
2975,4,1,4,9,9829636
659,3,2,8,5,2322180
2696,5,1,11,9,9051479
3323,2,3,22,5,10499031
3801,2,1,7,7,12057495
2235,5,4,20,6,7362623
2085,2,4,4,2,6664901
566,5,4,28,3,2008561
3561,2,1,10,5,11088470
2928,3,4,22,4,9096352
557,2,4,10,6,2445411
3830,4,3,12,8,12275542
841,5,3,13,8,3502546
1653,1,2,27,3,4954551
3274,1,2,7,4,10345154
1695,5,2,24,1,5130808
3317,3,1,29,2,9921823
3161,2,2,17,9,10088469
1732,3,1,18,2,5354707
2901,1,1,11,6,9267066
1994,5,2,11,7,6860018
2321,5,2,17,6,7752397
615,3,1,9,8,2667505
3835,3,3,6,9,12263836
1161,2,4,27,8,4064838
1965,4,4,17,5,6412472
3000,4,4,11,8,9936785
2368,2,3,13,9,7852305
2834,4,1,14,8,9071833
3874,1,2,15,2,11803673
1516,4,1,1,2,5111043
810,2,1,29,3,2418398
707,4,2,29,7,2482129
3165,5,3,17,9,10465952
2993,3,4,11,8,9657346
3217,1,4,15,9,10259524
1132,5,1,12,6,3872625
2602,5,3,19,1,8163471
3459,2,4,16,4,10727651
3583,3,3,17,6,11120483
1156,3,2,2,6,4321719
1923,1,1,22,8,6372024
2431,2,1,9,1,7226947
3527,1,3,0,2,10841605
3062,4,4,5,2,9624648
2179,5,3,2,6,7440060
736,1,2,18,7,2608468
3850,5,4,3,2,12131362
847,2,4,28,5,2965156
3174,4,3,19,6,9917213
